"User-ID";"Location";"Age"
"18038";"miami, florida, usa";"29"
"18067";"kajang, selangor, malaysia";"33"
"18082";"southern, california, usa";"38"
"18095";"birmingham, alabama, usa";"30"
"18096";"indianapolis, indiana,";NULL
"18097";"kiel, schleswig-holstein, germany";"27"
"18132";"valenzuela city, manila, philippines";"26"
"18134";"ulm, baden-wuerttemberg, germany";"23"
"18139";"saint paul, minnesota, usa";NULL
"18155";"sydney, new south wales, australia";"26"
"18166";"toronto, ontario, canada";NULL
"18167";"lansing, michigan, usa";"34"
"18170";"reus, catalunya, andorra";"27"
"18172";"levittown, pennsylvania, usa";"36"
"18176";"brookfield, illinois, usa";NULL
"18196";"paris, ile de france, france";"28"
"18203";"fenton, missouri, usa";NULL
"18212";"germantown, wisconsin, usa";"19"
"18250";"york, pennsylvania, usa";"31"
"18254";"nanaimo, british columbia, canada";"34"
"18294";"pavia, lombardia, italy";"35"
"18296";"williamsburg, virginia, usa";NULL
"18309";"rennes, bretagne, france";"34"
"18311";"new york, new york, usa";NULL
"18313";"cheltenham, gloucestershire, united kingdom";"36"
"18316";"seattle, washington, usa";NULL
"18322";"mckinleyville, california, usa";NULL
"18323";"augusta, maine, usa";"41"
"18332";"salinas, california, usa";"30"
"18333";"grapevine, texas, usa";"53"
"18340";"lucca, toscana, italy";"62"
"18366";"philadelphia, pennsylvania, usa";"33"
"18384";"palma de mallorca, baleares, spain";"37"
"18385";"north plainfield, new jersey, usa";"33"
"18395";"redmond, oregon, usa";"44"
"18398";"hamburg, hamburg, germany";"28"
"18401";"chicago, illinois,";NULL
"18407";"vancouver, british columbia, canada";"33"
"18411";"fellbach, baden-wuerttemberg, germany";"40"
"18412";"thun, bern, switzerland";"44"
"18428";"frankfurt am main, hessen, germany";"36"
"18429";"n/a, n/a, denmark";NULL
"18439";"folsom, california, usa";"38"
"18464";"padova, veneto, italy";"32"
"18476";"springfield, missouri, usa";NULL
"18487";"toronto, ontario, canada";NULL
"18519";"san diego, california, usa";NULL
"18629";"wilmington, massachusetts, usa";"41"
"18650";"auburn, washington, usa";"14"
"18667";"oxford, , united kingdom";NULL
"18671";"daytona beach, florida,";NULL
"18672";"suffolk county long island, new york, usa";"47"
"18679";"london, england, united kingdom";"30"
"18689";"pullman, washington, usa";NULL
"18702";"knoxville, tennessee, usa";"24"
"18710";"union bridge, maryland, usa";"25"
"18713";"o grove, pontevedra, spain";NULL
"18714";"milwaukee, wisconsin, usa";"31"
"18715";"mesa, arizona, usa";NULL
"18716";"san leandro, california, usa";NULL
"18722";"fairfield, connecticut, usa";"41"
"18741";"kerpen, nordrhein-westfalen, germany";"44"
"18747";"cape town, western cape, south africa";"22"
"18758";"london, england, united kingdom";"35"
"18780";"zaragoza, zaragoza, spain";"17"
"18850";"berlin, berlin, germany";"28"
"18852";"barcelona, catalonia, spain";"44"
"18860";"braga, braga, portugal";"38"
"18869";"arnold, maryland, usa";"38"
"18886";"uplengen, niedersachsen, germany";NULL
"18908";"greenville, georgia, usa";"29"
"18913";"jasper, alabama, usa";"33"
"18922";"birmingham, alabama, usa";"30"
"18945";"houston, texas, usa";"43"
"18963";"san diego, california, usa";NULL
"18979";"huntington beach, california, usa";"36"
"18995";"atlanta, georgia, usa";NULL
"19001";"huddinge, stockholm, sweden";"36"
"19011";"titirangi, auckland, new zealand";NULL
"19018";"aurora, ,";"25"
"19019";"edmonton, ,";"38"
"19022";"cottage grove, oregon, usa";NULL
"19031";"grand junction, colorado, usa";"58"
"19038";"minneapolis, minnesota, usa";"30"
"19078";"ottawa, ontario, canada";NULL
"19085";"menomonie, wisconsin, usa";"60"
"19107";"thousand oaks, california, usa";"45"
"19110";"clearwater, florida,";"47"
"19135";"erlangen, bayern, germany";"34"
"19145";"nyc, new york, usa";NULL
"19164";"meadow lake, saskatchewan, canada";"40"
"19200";"freienstein, zürich, switzerland";"59"
"19206";"villar dora (to), piemonte, italy";"38"
"19220";"hatboro, pennsylvania, usa";"47"
"19233";"richmond, virginia, usa";NULL
"19248";"perry, florida, usa";"46"
"19259";"nutley, new jersey, usa";"45"
"19286";"london, england, united kingdom";NULL
"19303";"san jose, california, usa";"48"
"19328";"milwaukee, wisconsin, usa";"48"
"19336";"leavenworth, kansas, usa";NULL
"19362";"sunrise, florida, usa";"34"
"19371";"royal oak, michigan, usa";"52"
"19422";"indialantic, florida, usa";"37"
"19424";"st. louis, missouri, usa";"67"
"19429";"spokane, washington, usa";NULL
"19440";"frascati, toscana, italy";"34"
"19484";"charleston, west virginia, usa";"55"
"19487";"eureka, california, usa";"56"
"19493";"baldwin, ,";NULL
"19501";"mosinee, wisconsin, usa";NULL
"19503";"lees summit, missouri, usa";"61"
"19509";"lisboa, lisboa, portugal";"39"
"19522";"candler, north carolina, usa";"54"
"19565";"dekalb, illinois, usa";"24"
"19570";"bolingbrook, illinois, usa";"63"
"19571";"rahway, new jersey, usa";NULL
"19573";"stockton, california, usa";"69"
"19576";"seattle, washington, usa";NULL
"19580";"roseville, minnesota, usa";"51"
"19592";"grass valley, california, usa";NULL
"19605";"seattle, washington, usa";NULL
"19609";"jenkintown, pennsylvania, usa";"28"
"19611";"salzgitter, niedersachsen, germany";"36"
"19639";"philadelphia, pennsylvania, usa";"35"
"19643";"calgary, alberta, canada";NULL
"19659";"citronelle, ,";NULL
"19664";"katonah, new york, usa";"19"
"19681";"del aire, california, usa";"44"
"19695";"reno, nevada, usa";NULL
"19711";"katy, texas, usa";NULL
"19725";"seattle, washington, usa";NULL
"19753";"st.louis, missouri, usa";"14"
"19760";"clemson, south carolina, usa";"23"
"19800";"san jose, california, usa";"31"
"19803";"los angeles, california, usa";NULL
"19815";"garden city, michigan, usa";"36"
"19842";"***********, illinois, usa";NULL
"19866";"toowoomba, queensland, australia";"66"
"19874";"norcross, georgia, usa";"15"
"19885";"toronto, ontario, canada";"60"
"19886";"mankato, minnesota, usa";"41"
"19909";"vechta, niedersachsen, germany";NULL
"19935";"edmonton, alberta, canada";"58"
"19969";"antelope, california, usa";"44"
"19970";"san diego, california, usa";"34"
"19972";"mcdonough, georgia, usa";"39"
"19974";"bradford, england, united kingdom";"30"
"19983";"genova, liguria, italy";"25"
"20005";"albuquerque, new mexico, usa";"22"
"20006";"pamplona, navarra, spain";"23"
"20022";"winnipeg, manitoba, canada";NULL
"20032";"adelaide, south australia, australia";NULL
"20034";"basel, basel-stadt, switzerland";"33"
"20052";"haar, bavaria, germany";"43"
"20060";"baltimore, maryland, usa";"48"
"20062";"wieselburg, niederoesterreich, austria";"25"
"20096";"nowra, new south wales, australia";"15"
"20106";"lancaster, pennsylvania, usa";"31"
"20115";"lansdale, pennsylvania, usa";"32"
"20119";"manchester, new hampshire,";"51"
"20120";"columbus, ohio, usa";"51"
"20126";"batavia, ohio, usa";"44"
"20147";"cincinnati, ohio, usa";NULL
"20149";"omaha, nebraska, usa";"53"
"20150";"marlborough, massachusetts,";NULL
"20155";"gresham, oregon, usa";"59"
"20164";"burnsville, minnesota, usa";"71"
"20172";"saratoga springs, utah, usa";"27"
"20180";"sacramento, california, usa";"36"
"20197";"hamburg, hamburg,";"27"
"20201";"grove city, ohio, usa";"31"
"20230";"batavia, illinois, usa";"80"
"20240";"telde, las  palmas, spain";"28"
"20245";"st. louis, missouri, usa";NULL
"20250";"moreno valley, california, usa";"36"
"20251";"jamestown, ,";NULL
"20254";"astoria, new york, usa";"33"
"20265";"tampa, florida, usa";"29"
"20266";"encinitas, california, usa";"51"
"20288";"santa rosa, california, usa";NULL
"20294";"san diego, california, usa";NULL
"20300";"plantation, florida, usa";"30"
"20319";"canyon country, california, usa";"26"
"20332";"mountain view, california, usa";"39"
"20336";"ballston spa, new york, usa";"32"
"20339";"sydney, new south wales, australia";"29"
"20345";"vancouver, british columbia, canada";"22"
"20347";"st. lô, normandy, france";"45"
"20350";"uss monterey, virginia, usa";"29"
"20378";"munich, bavaria, germany";NULL
"20388";"louisville, colorado, usa";"40"
"20401";"graz, steiermark, austria";"25"
"20404";"freeport, grand bahama, bahamas";NULL
"20409";"livermore, california, usa";"51"
"20410";"antioch, california, usa";NULL
"20415";"keene, new hampshire, usa";"38"
"20416";"newark, ,";NULL
"20418";"new york, new york, usa";"21"
"20428";"salem, oregon, usa";NULL
"20446";"christchurch, canterbury, new zealand";"38"
"20448";"new bern, north carolina, usa";NULL
"20449";"ozark, missouri, usa";"33"
"20456";"charlottesville, virginia, usa";"29"
"20458";"houma, louisiana,";"65"
"20462";"bossier city, louisiana, usa";NULL
"20476";"london, n/a, united kingdom";NULL
"20484";"san francisco, california, usa";NULL
"20493";"austin, texas, usa";"44"
"20501";"hamburg, hamburg, germany";"30"
"20561";"baltimore, maryland, usa";"40"
"20570";"kansas city, missouri, usa";"40"
"20605";"buffalo, new york, usa";NULL
"20622";"edmonton, alberta, canada";NULL
"20627";"hayward, california, usa";NULL
"20629";"san diego, california, usa";NULL
"20664";"los angeles, california, usa";"32"
"20666";"lleida, arizona, lleida";"35"
"20668";"oak leaf, ,";NULL
"20680";"los angeles, california, usa";"41"
"20688";"gavà, barcelona (catalunya), spain";"104"
"20703";"torrance, california, usa";NULL
"20738";"mexico, missouri, usa";"35"
"20745";"mönchengladbach, nordrhein-westfalen, germany";NULL
"20751";"bay minette, ,";"49"
"20754";"coos bay, oregon, usa";NULL
"20755";"martinez, california, usa";NULL
"20768";"cloquet, minnesota, usa";NULL
"20784";"pocomoke, maryland, usa";"50"
"20794";"great barrington, massachusetts, usa";"31"
"20801";"rio de janeiro, rio de janeiro, brazil";"29"
"20804";"hendersonville, north carolina, usa";"56"
"20806";"union, kentucky, usa";NULL
"20845";"berlin, berlin, germany";"0"
"20846";"cologne/köln-deutz, nordrhein-westfalen, germany";NULL
"20849";"hannover, hannover, germany";NULL
"20850";"köln, nordrhein-westfalen, germany";NULL
"20851";"lübeck, schleswig-holstein, germany";"0"
"20852";"nordenham, niedersachsen, germany";NULL
"20854";"oldenburg, niedersachsen, germany";NULL
"20855";"rheinfelden, baden-wuerttemberg, germany";NULL
"20857";"stuttgart, baden-wuerttemberg, germany";"244"
"20858";"siegburg, nordrhein-westfalen, germany";"24"
"20859";"tübingen, baden-württemberg, germany";"0"
"20866";"highlands ranch, colorado, usa";NULL
"20871";"laives (bz), trentino alto adige, italy";NULL
"20911";"katy, texas, usa";"50"
"20916";"elmwood, massachusetts, usa";NULL
"20918";"porto, porto, portugal";"30"
"20919";"hattiesburg, mississippi, usa";NULL
"20946";"vancouver, british columbia, canada";NULL
"20961";"ottawa, ontario, canada";"47"
"20971";"sacramento, california, usa";"20"
"20983";"villas, new jersey, usa";"45"
"20995";"san diego, california, usa";"58"
"21011";"san francisco, california, usa";"44"
"21014";"fresno, california, usa";NULL
"21020";"kaiserslautern, ,";"33"
"21031";"alexandria, virginia, usa";"36"
"21045";"hillsborough, north carolina, usa";NULL
"21049";"port townsend, washington, usa";"55"
"21070";"dresden, sachsen, germany";"27"
"21075";"hightstown, new jersey, usa";"54"
"21079";"albuquerque, new mexico, usa";"41"
"21083";"lafayette, indiana, usa";"32"
"21112";"arlington, virginia, usa";"53"
"21116";"ramsey, illinois, usa";NULL
"21135";"santiago, santiago, chile";"31"
"21155";"bonn, nordrhein-westfalen, germany";"37"
"21188";"middle village, ,";NULL
"21202";"chula vista, california, usa";"67"
"21207";"friendswood, texas, usa";"42"
"21213";"jamaica plain, massachusetts, usa";NULL
"21226";"oswego, new york, usa";NULL
"21229";"blairmore, alberta, canada";NULL
"21231";"lancaster, california, usa";NULL
"21252";"duluth, minnesota, usa";"28"
"21257";"mechanicsville, virginia, usa";NULL
"21261";"takoma park, maryland, usa";"52"
"21264";"north brunswick, new jersey, usa";"31"
"21268";"blacksburg, south carolina, usa";"56"
"21333";"santa rosa, california, usa";"66"
"21343";"sydney, new south wales, australia";"40"
"21347";"chesterfield, missouri, usa";NULL
"21356";"westwood, new jersey, usa";"56"
"21357";"boise, idaho, usa";"50"
"21364";"san diego, california, usa";"32"
"21368";"currie, midlothian, united kingdom";"30"
"21370";"jonesborough, tennessee, usa";"36"
"21404";"west vancouver, british columbia, canada";NULL
"21406";"st. louis, missouri, usa";NULL
"21462";"canberra, australian capital territory, australia";NULL
"21469";"ipswich, england, united kingdom";"36"
"21484";"madison, wisconsin, usa";"21"
"21486";"earlton, new york, usa";"26"
"21490";"cuyahoga falls, ohio, usa";NULL
"21515";"naples, florida, usa";"74"
"21540";"edmonton, alberta, canada";NULL
"21550";"timmins, ontario, canada";NULL
"21570";"san jose, california, usa";"55"
"21575";"albuquerque, new mexico, usa";"14"
"21576";"memphis, tennessee, usa";"31"
"21593";"san francisco, california, usa";"31"
"21618";"atlanta, georgia, usa";"24"
"21649";"new ringgold, pennsylvania, usa";"31"
"21659";"san jose, california, usa";"31"
"21660";"chattanooga, tennessee, usa";"52"
"21684";"austin, minnesota, usa";"37"
"21692";"london, england, united kingdom";"22"
"21708";"albuquerque, new mexico, usa";"44"
"21750";"salt lake city, utah, usa";"37"
"21751";"cedar rapids, iowa, usa";"42"
"21774";"lecco, lombardia, italy";"21"
"21806";"perth, western australia, australia";"30"
"21822";"tigard, oregon, usa";"57"
"21828";"chicago, illinois, usa";"21"
"21860";"bellingham, washington, usa";NULL
"21866";"sheffield, england, united kingdom";"35"
"21867";"canaan, new york, usa";"57"
"21870";"carlisle, pennsylvania, usa";NULL
"21874";"eagle, colorado, usa";NULL
"21875";"tampa, florida, usa";"43"
"21895";"olyphant, pennsylvania, usa";"16"
"21900";"rockford, illinois, usa";"29"
"21903";"santa cruz, ,";NULL
"21912";"oxford, oxon, united kingdom";"0"
"21918";"napier, n/a, new zealand";NULL
"21930";"elk grove, california, usa";"28"
"21937";"new haven, vermont, usa";"40"
"21948";"raleigh, north carolina, usa";NULL
"22012";"canberra, australian capital territory, australia";NULL
"22014";"saint-puy, gers, france";NULL
"22015";"arlington, texas, usa";NULL
"22022";"oceanside, california, u.s.a.";"35"
"22023";"windsor, ontario, canada";"35"
"22038";"airdrie, alberta, canada";NULL
"22045";"sacramento, california, usa";NULL
"22047";"pasadena, maryland, usa";"42"
"22062";"houston, texas, usa";"52"
"22074";"san luis obispo, california, usa";NULL
"22082";"rio de janeiro, rio de janeiro, brazil";"26"
"22088";"henderson, nevada, usa";"45"
"22089";"brooklyn, new york, usa";"25"
"22097";"memphis, tennessee, usa";"53"
"22107";"eagan, minnesota, usa";"45"
"22121";"edinburgh, scotland, united kingdom";"33"
"22126";"toronto, ontario, canada";"31"
"22145";"halifax, nova scotia, canada";"30"
"22154";"cleveland, ohio, usa";"36"
"22161";"madrid, madrid, spain";"39"
"22167";"lafayette hill, pennsylvania, usa";"32"
"22192";"barcelona, barcelona, spain";"31"
"22200";"new delhi, delhi, india";"36"
"22216";"porterville, california, usa";"56"
"22243";"sintra, lisboa, portugal";"25"
"22252";"elmhurst, new york, usa";"38"
"22284";"madison, wisconsin,";NULL
"22296";"lille, nord, france";"38"
"22311";"milano, lombardia, italy";"56"
"22315";"barcelona, catalonia, spain";"25"
"22317";"redwood city, california, usa";NULL
"22332";"radcliff, kentucky, usa";"41"
"22338";"florissant, missouri, usa";"33"
"22342";"berga, barcelona, spain";"33"
"22343";"lisbon, lisbon, portugal";"21"
"22362";"fresno, california, usa";"31"
"22365";"castle rock, colorado, usa";"51"
"22389";"apex, north carolina, usa";"31"
"22409";"toledo, ohio, usa";"28"
"22418";"dana point, california, usa";NULL
"22457";"castellnou de seana, lleida, spain";"40"
"22461";"mackay, queensland, australia";"27"
"22464";"south bend, indiana, usa";NULL
"22495";"drums, pennsylvania, usa";"29"
"22503";"short hills, new jersey, usa";"18"
"22504";"auburn, california, usa";"33"
"22517";"akron, ohio, usa";"53"
"22521";"montgomery, alabama, usa";"18"
"22532";"winnipeg, manitoba, canada";"36"
"22547";"stockholm, n/a, sweden";NULL
"22605";"nanaimo, british columbia, canada";NULL
"22617";"spearfish, south dakota, usa";NULL
"22624";"houston, texas, usa";"28"
"22625";"lynbrook, new york, usa";"54"
"22637";"toronto, ontario, canada";"27"
"22648";"selestat, alsace, france";"35"
"22657";"coeur d`alene, idaho, usa";NULL
"22695";"naperville, illinois, usa";"23"
"22710";"bochum, nordrhein-westfalen, germany";"33"
"22720";"detmold, nordrhein-westfalen, germany";NULL
"22747";"london, england, united kingdom";"32"
"22773";"brookfield, wisconsin, usa";NULL
"22780";"fredericton, new brunswick, canada";NULL
"22809";"champaign, illinois, usa";"25"
"22813";"grimsby, ontario, canada";NULL
"22818";"franklin, pennsylvania, usa";"28"
"22822";"aachen, nordrhein-westfalen, germany";"40"
"22824";"lisbon, lisbon, portugal";"49"
"22830";"mijdrecht, n/a, netherlands";"38"
"22851";"muenster, saskatchewan, canada";"68"
"22881";"red deer, alberta, canada";"48"
"22884";"victoria, british columbia, canada";NULL
"22885";"stratford, england, united kingdom";"30"
"22888";"las vegas, ,";NULL
"22900";"san antonio, texas, usa";NULL
"22912";"lake ridge, virginia, usa";"37"
"22922";"fargo, north dakota, usa";NULL
"22924";"madrid, madrid, spain";"32"
"22936";"raleigh, north carolina, usa";"23"
"22964";"london, ,";"25"
"22975";"belton, texas, usa";"30"
"22981";"rennes, bretagne, france";"23"
"22991";"munich, bayern, germany";"42"
"23006";"wilmington, north carolina, usa";"20"
"23020";"brooklyn, new york, usa";"28"
"23038";"bosque, new mexico, usa";"27"
"23065";"plymouth, massachusetts, usa";"26"
"23070";"grand rapids, michigan, usa";"24"
"23079";"daventry, england, united kingdom";"30"
"23124";"pieve emanuele, lombardia, italy";"22"
"23127";"granada, granada, spain";"22"
"23128";"philadelphia, pennsylvania, usa";"40"
"23138";"new york, new york, usa";"68"
"23153";"stuttgart, baden-wuerttemberg, germany";NULL
"23166";"kuala lumpur, wp, malaysia";"51"
"23181";"berkeley, california, usa";"40"
"23188";"vancouver, british columbia, canada";"43"
"23200";"dallgow-döberitz, brandenburg, germany";"30"
"23204";"berlin, berlin, germany";"26"
"23231";"new orleans, louisiana, usa";NULL
"23271";"stuttgart, baden-wuerttemberg, germany";NULL
"23280";"littleton, massachusetts, usa";NULL
"23288";"wolseley, saskatchewan, canada";NULL
"23297";"valley stream, new york, usa";"56"
"23303";"dunedin, otago, new zealand";"43"
"23328";"barcelona, cataluña, spain";"24"
"23341";"columbia, south carolina, usa";"46"
"23364";"bisbee, arizona, usa";"49"
"23366";"sidney, nebraska, usa";"54"
"23392";"port angeles, washington, usa";"70"
"23396";"nottingham, england, united kingdom";NULL
"23408";"lansdale, pennsylvania, usa";NULL
"23450";"apopka, florida, usa";NULL
"23459";"knowlesville, new brunswick, canada";NULL
"23469";"portsmouth, new hampshire, usa";NULL
"23475";"vilnius, n/a, lithuania";"20"
"23493";"lancaster, , usa";NULL
"23498";"bocabec, ,";NULL
"23508";"ste-anne de bellevue, quebec, canada";NULL
"23511";"chapel hill, north carolina, usa";"56"
"23547";"mcallen, texas, usa";"26"
"23571";"burbank, california, usa";"41"
"23576";"northbrook, illinois, usa";"34"
"23582";"lake st. louis, missouri, usa";"37"
"23585";"pullman, washington, usa";NULL
"23588";"wichita, kansas, usa";NULL
"23619";"burlington, vermont, usa";"34"
"23624";"halifax, nova scotia, canada";NULL
"23631";"macon, georgia, usa";"57"
"23642";"austin, texas, usa";NULL
"23643";"kensington, maryland, usa";"54"
"23650";"mountain view, california, usa";"19"
"23652";"cincinnati, ohio, usa";NULL
"23659";"hopkinsville, kentucky, usa";"41"
"23664";"exeter, new hampshire, usa";NULL
"23666";"west warwick, rhode island,";NULL
"23680";"carmichael, ,";NULL
"23699";"minneapolis, minnesota, usa";"25"
"23703";"jackson, michigan, usa";"27"
"23714";"new hudson, michigan, usa";"31"
"23725";"belo horizonte, minas gerais, brazil";"57"
"23749";"ottawa, ontario, canada";NULL
"23768";"st. louis, missouri, usa";"45"
"23771";"ogden, utah, usa";NULL
"23775";"santa barbara, california, usa";"61"
"23776";"south riding, virginia, usa";"29"
"23796";"pittsburgh, pennsylvania, usa";"54"
"23816";"budd lake, new jersey, usa";"41"
"23835";"kuala lumpur, wilayah persekutuan, malaysia";"42"
"23838";"münchen, bayern, germany";"21"
"23847";"chicago, illinois, usa";"36"
"23848";"kirkland, washington, usa";"31"
"23871";"pompano beach, florida, usa";NULL
"23872";"tulsa, oklahoma, usa";"22"
"23881";"toronto, ontario, canada";NULL
"23885";"boston, massachusetts, usa";"39"
"23902";"london, england, united kingdom";NULL
"23924";"warrior run, pennsylvania, usa";"52"
"23933";"burleson, texas, usa";"43"
"23935";"albairate, lombardia, italy";NULL
"23939";"padova, veneto, italy";"33"
"23961";"waltham, massachusetts, usa";"38"
"23997";"jacksonville, florida, usa";"35"
"23999";"nienburg, niedersachsen, germany";NULL
"24027";"hagerstown, maryland, usa";NULL
"24031";"milan, lombardia, italy";NULL
"24044";"livingston, texas, usa";"65"
"24052";"barnardsville, north carolina, usa";NULL
"24064";"warrington, pennsylvania, usa";"48"
"24082";"kuala lumpur, wilayah persekutuan, malaysia";"28"
"24090";"prospect, connecticut, usa";"59"
"24105";"ewing, ,";"34"
"24145";"los angeles, california, usa";"35"
"24150";"nashville, tennessee, usa";NULL
"24167";"leonardtown, maryland, usa";NULL
"24172";"gawler sth, south australia, australia";"45"
"24182";"santa cruz, california, usa";NULL
"24186";"vineland, new jersey, usa";"36"
"24188";"college park, maryland, usa";NULL
"24191";"st. louis, missouri, usa";NULL
"24193";"buffalo, new york, usa";"33"
"24194";"palos hills, illinois, usa";"20"
"24195";"secret city, n/a, canada";"104"
"24204";"tigard, oregon, usa";NULL
"24211";"ypsilanti, michigan, usa";"56"
"24217";"red bank, new jersey, usa";NULL
"24283";"wien, wien, austria";"27"
"24301";"maple bay, british columbia, canada";NULL
"24325";"sydney, new south wales, australia";"26"
"24342";"boston, new york, usa";"43"
"24348";"sacramento, california, usa";NULL
"24379";"brighton, massachusetts, usa";"25"
"24386";"sao paulo, sao paulo, brazil";"15"
"24391";"lakewood, washington, usa";"55"
"24392";"schloss holte, nordrhein-westfalen, germany";NULL
"24401";"florence, toscana, italy";"38"
"24427";"lafayette, new york, usa";NULL
"24433";"deventer, overijssel, netherlands";"37"
"24440";"lisboa, lisboa, portugal";"35"
"24452";"portland, oregon, usa";"42"
"24458";"ingolstadt, bavaria, germany";"37"
"24459";"augsburg, bayern, germany";"47"
"24462";"barcelona, catalunya, spain";"1"
"24515";"jacksonville, florida, usa";"28"
"24525";"denver, colorado, usa";"28"
"24531";"sherwood park, alberta, canada";"43"
"24539";"cabrils, catalunya, spain";NULL
"24544";"orlando, florida, usa";"40"
"24556";"kitchener, ontario, canada";"40"
"24558";"frisco, colorado, usa";"44"
"24570";"brooklyn, new york, usa";"36"
"24578";"citrus heights, california, usa";"38"
"24585";"norman, oklahoma, usa";NULL
"24590";"mcdonald, pennsylvania, usa";NULL
"24597";"lakeland, florida, usa";NULL
"24601";"mons, hainault, belgium";"34"
"24606";"gold coast, queensland, australia";"38"
"24612";"houston, texas, usa";NULL
"24624";"decatur, georgia, usa";"38"
"24627";"janesville, wisconsin, usa";"36"
"24632";"kankakee, illinois, usa";NULL
"24639";"denmark, maine, usa";"15"
"24641";"chico, california, usa";NULL
"24642";"edmonton, alberta, canada";"35"
"24651";"ardmore, pennsylvania, usa";NULL
"24662";"beja, baixo alentejo, portugal";"49"
"24672";"london, london, united kingdom";NULL
"24682";"hamburg, hamburg, germany";NULL
"24685";"worcester, massachusetts, usa";"62"
"24694";"gatineau, québec, canada";NULL
"24697";"canoga park, california, usa";"48"
"24699";"new york, new york, usa";"34"
"24709";"annandale, new south wales, australia";"55"
"24727";"ratzeburg, schleswig-holstein, germany";NULL
"24733";"oswego, new york, usa";"32"
"24748";"barcelona, barcelona, spain";"35"
"24751";"mclen, texas, usa";"53"
"24767";"san diego, california, usa";"28"
"24768";"fairfax county, virginia, usa";"58"
"24769";"beavercreek, ohio, usa";"54"
"24771";"cary, north carolina, usa";"42"
"24773";"amsterdam, noord holland, netherlands";NULL
"24778";"london, england, united kingdom";NULL
"24792";"gif-sur-yvette, ile de france, france";"42"
"24835";"san francisco, california, usa";"51"
"24838";"vanloser, abruzzo, canada";NULL
"24846";"kingsburg, california, usa";"56"
"24861";"oakley, california, usa";NULL
"24878";"ottawa, ontario, canada";NULL
"24921";"higley, arizona, usa";"29"
"24922";"wolverhampton, england, united kingdom";"45"
"24926";"halifax, nova scotia, canada";"49"
"24932";"greenbelt, maryland, usa";"34"
"24933";"long island, new york, usa";"44"
"24934";"marshfield, massachusetts, usa";NULL
"24941";"o`fallon, missouri, usa";"13"
"24945";"radbruch, , germany";"22"
"24960";"florence, kentucky, usa";"44"
"24968";"vancouver, british columbia, canada";NULL
"24975";"st louis, missouri, usa";"52"
"24982";"lincoln, nebraska, usa";NULL
"24995";"ballwin, missouri, usa";"56"
"25009";"houston, texas, usa";"39"
"25041";"stuttgart, baden-württemberg, germany";NULL
"25048";"huddersfield, england, united kingdom";NULL
"25076";"braunschweig, niedersachsen, germany";"34"
"25101";"london, england, united kingdom";"104"
"25103";"somerville, massachusetts, usa";"29"
"25105";"vancouver, british columbia, canada";"62"
"25109";"naperville, illinois, usa";"42"
"25122";"san mateo, california, usa";NULL
"25131";"grimes, iowa, usa";NULL
"25153";"oakland, maryland, usa";NULL
"25177";"mulgrave, victoria, australia";NULL
"25178";"lawton, oklahoma, usa";"28"
"25208";"lugoff, south carolina, usa";NULL
"25216";"san diego, california, usa";"33"
"25217";"burnley, england, united kingdom";NULL
"25225";"houston, texas, usa";"55"
"25235";"edina, minnesota, usa";NULL
"25238";"maplewood, new jersey, usa";"44"
"25253";"manchester, connecticut, usa";"47"
"25261";"skokie, illinois, usa";"67"
"25281";"ottawa, ontario, canada";"34"
"25298";"houston, texas, usa";NULL
"25311";"durham, north carolina, usa";NULL
"25324";"wien, wien, austria";"26"
"25351";"issaquah, washington, usa";NULL
"25359";"poway, california, usa";"38"
"25373";"ferndale, washington, usa";NULL
"25389";"katy, texas, usa";"58"
"25395";"moyock, north carolina, usa";"65"
"25403";"pleasant hill, ,";NULL
"25405";"rio rancho, new mexico, usa";NULL
"25409";"la mesa, california, usa";"31"
"25410";"essexville, michigan, usa";NULL
"25411";"san jose, california, usa";"34"
"25413";"cypress, texas, usa";NULL
"25436";"chambery, savoie, france";"30"
"25443";"pescara, abruzzo, italy";"33"
"25449";"canberra, australian capital territory, australia";"39"
"25453";"anchorage, alaska, usa";"33"
"25454";"tuscaloosa, alabama, usa";NULL
"25466";"toulouse, midi-pyrénées, france";"33"
"25471";"silver spring, maryland, usa";"39"
"25533";"derby, derbyshire, united kingdom";"38"
"25542";"velden, kaernten, austria";"63"
"25545";"hollsopple, pennsylvania, usa";"33"
"25561";"atlanta, georgia, usa";"60"
"25580";"oregon city, oregon, usa";NULL
"25583";"worcester, massachusetts, usa";NULL
"25601";"gilbert, arizona, usa";"41"
"25604";"grand blanc, michigan, usa";NULL
"25630";"moving, moving, usa";"46"
"25636";"lincolnshire, england, united kingdom";"48"
"25673";"frankfurt, hesse, germany";NULL
"25674";"stillwater, oklahoma, usa";NULL
"25677";"houston, texas, usa";NULL
"25695";"albq, new mexico, usa";"32"
"25700";"greenhills, ohio, usa";NULL
"25711";"phoenix, , usa";NULL
"25722";"grosse pointe, michigan, usa";NULL
"25725";"bolligen, bern, switzerland";NULL
"25792";"edmonton, alberta, canada";"29"
"25804";"halifax, nova scotia, canada";NULL
"25827";"austin, texas, usa";"33"
"25843";"lake ozark, missouri, usa";"76"
"25850";"mastic beach, new york, usa";"50"
"25855";"hallett cove, south australia, australia";NULL
"25856";"west grove, pennsylvania, usa";NULL
"25867";"rixensart, brabant wallon, belgium";"28"
"25890";"ridgewood, nj, usa";NULL
"25893";"merseburg, sachsen-anhalt, germany";"23"
